Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-03820,16,Male,Uttar Pradesh,Kanpur,Women Empowerment,2022-12-26,Completed,83.66,119,14400.0,14295.52,10,5.0,No,14400.0,Government,1
BEN-03821,24,Male,Maharashtra,Mumbai,Skill Development,2021-09-27,Completed,79.56,191,29200.0,22887.93,9,3.0,No,2500.0,Individual,1
BEN-03822,30,Female,Delhi,New Delhi,Skill Development,2025-11-29,Ongoing,86.08,194,20500.0,17681.31,6,,No,16800.0,Corporate,3
BEN-03823,27,Female,West Bengal,Kolkata,Skill Development,2021-08-19,Completed,80.49,194,19600.0,20249.31,10,5.0,Yes,0.0,None,3
BEN-03824,29,Male,Maharashtra,Nagpur,Education,2025-07-14,Completed,78.49,84,5500.0,4485.1,4,4.0,No,5500.0,Government,4
BEN-03825,21,Female,Maharashtra,Nagpur,Digital Literacy,2025-03-25,Completed,78.8,53,6100.0,5752.86,4,3.0,No,0.0,None,3
BEN-03826,39,Female,Karnataka,Mysore,Education,2023-08-18,Completed,68.5,80,7800.0,6501.59,2,3.0,No,0.0,None,0
BEN-03827,16,Male,Karnataka,Bangalore,Digital Literacy,2021-03-22,Completed,88.74,61,11200.0,9505.13,7,,Yes,0.0,None,2
BEN-03828,32,Female,Delhi,South Delhi,Skill Development,2021-01-28,Completed,79.22,207,20000.0,16345.12,7,4.0,No,1600.0,Individual,2
BEN-03829,39,Male,Maharashtra,Pune,Women Empowerment,2022-09-10,Completed,77.53,122,21600.0,21732.23,4,4.0,No,25000.0,Corporate,3
BEN-03830,32,Male,Uttar Pradesh,Varanasi,Skill Development,2024-03-01,Completed,92.17,210,20400.0,16200.78,9,4.0,Yes,0.0,None,1
BEN-03831,25,Female,Delhi,New Delhi,Digital Literacy,2024-01-04,Dropped Out,58.76,56,10700.0,8774.1,2,3.0,No,10700.0,Government,1
BEN-03832,22,Male,Karnataka,Bangalore,Skill Development,2024-07-18,Completed,60.6,181,22900.0,15817.52,3,3.0,No,25900.0,Corporate,2
BEN-03833,38,Female,Karnataka,Mysore,Women Empowerment,2025-03-30,Dropped Out,81.9,149,16800.0,14233.25,6,,No,16800.0,Government,2
BEN-03834,15,Male,Uttar Pradesh,Varanasi,Digital Literacy,2023-08-20,Completed,83.04,58,9900.0,8864.43,1,4.0,Yes,8100.0,Corporate,3
BEN-03835,18,Female,Maharashtra,Nagpur,Digital Literacy,2022-05-30,Completed,82.74,58,7300.0,6687.85,10,5.0,No,7100.0,Corporate,1
BEN-03836,24,Female,Maharashtra,Nagpur,Skill Development,2025-05-05,Dropped Out,94.59,213,20800.0,19558.28,5,1.0,No,900.0,Individual,1
BEN-03837,40,Male,West Bengal,Howrah,Digital Literacy,2023-05-31,Dropped Out,62.64,69,11300.0,9300.42,4,3.0,No,12000.0,CSR,4
BEN-03838,31,Female,Delhi,South Delhi,Health Awareness,2023-03-04,Dropped Out,67.0,11,1800.0,1687.91,9,3.0,No,1600.0,Corporate,4
BEN-03839,18,Male,Maharashtra,Nagpur,Education,2025-03-20,Completed,67.85,72,8700.0,7161.87,2,4.0,No,8700.0,Government,3
BEN-03840,24,Female,Uttar Pradesh,Kanpur,Skill Development,2025-10-15,Dropped Out,56.89,175,16800.0,14304.97,3,,No,0.0,None,3
BEN-03841,21,Female,Maharashtra,Mumbai,Skill Development,2025-09-23,Completed,64.65,231,23800.0,19207.51,9,4.0,No,1500.0,Individual,4
BEN-03842,20,Female,Uttar Pradesh,Lucknow,Skill Development,2022-04-02,Completed,77.73,179,28700.0,24668.1,5,4.0,No,28700.0,Government,4
BEN-03843,37,Female,Karnataka,Bangalore,Health Awareness,2024-03-16,Completed,67.19,11,2800.0,2566.08,1,3.0,No,2700.0,CSR,3
BEN-03844,15,Female,Karnataka,Bangalore,Women Empowerment,2021-11-29,Completed,86.52,108,14500.0,13377.11,8,5.0,No,0.0,None,1
BEN-03845,44,Male,Maharashtra,Pune,Education,2025-11-16,Ongoing,100.0,68,8500.0,7884.25,10,,No,2200.0,Individual,4
BEN-03846,36,Male,Maharashtra,Pune,Digital Literacy,2022-10-05,Completed,73.96,58,11600.0,9695.67,8,3.0,No,11600.0,Government,3
BEN-03847,38,Male,Karnataka,Mysore,Skill Development,2022-08-26,Completed,89.54,181,16100.0,12923.57,2,4.0,Yes,0.0,None,1
BEN-03848,23,Non-binary,Uttar Pradesh,Varanasi,Digital Literacy,2025-08-22,Completed,72.31,55,9300.0,7038.52,7,3.0,No,8800.0,CSR,3
BEN-03849,26,Female,Uttar Pradesh,Lucknow,Digital Literacy,2025-11-24,Ongoing,63.38,72,8100.0,8144.21,10,,No,10200.0,CSR,2
BEN-03850,15,Male,West Bengal,Kolkata,Digital Literacy,2024-12-22,Completed,66.03,62,10400.0,8286.25,2,4.0,No,0.0,None,2
BEN-03851,22,Female,Karnataka,Bangalore,Health Awareness,2022-02-17,Completed,66.68,13,3500.0,3267.68,7,3.0,No,0.0,None,0
BEN-03852,32,Male,Karnataka,Mysore,Education,2024-02-18,Dropped Out,60.09,86,6000.0,5504.59,9,1.0,No,0.0,None,4
BEN-03853,40,Female,Uttar Pradesh,Noida,Skill Development,2025-05-25,Completed,75.1,197,25800.0,29109.01,1,3.0,No,0.0,None,4
BEN-03854,16,Non-binary,Uttar Pradesh,Kanpur,Education,2024-06-29,Completed,81.73,76,5200.0,5195.43,8,4.0,No,1300.0,Individual,1
BEN-03855,24,Male,Uttar Pradesh,Lucknow,Skill Development,2022-03-20,Completed,78.23,204,17900.0,15027.34,7,4.0,No,0.0,None,6
BEN-03856,26,Male,Uttar Pradesh,Varanasi,Women Empowerment,2022-06-27,Completed,91.38,122,19200.0,16895.54,5,5.0,No,0.0,None,7
BEN-03857,15,Male,Karnataka,Bangalore,Education,2025-07-23,Completed,90.14,75,6300.0,5132.9,10,4.0,No,0.0,None,2
BEN-03858,33,Male,Uttar Pradesh,Noida,Digital Literacy,2024-04-22,Completed,96.56,60,11300.0,9679.35,5,5.0,No,2600.0,Individual,4
BEN-03859,20,Male,Delhi,New Delhi,Digital Literacy,2025-01-02,Completed,77.81,55,11100.0,10276.3,1,3.0,No,0.0,None,3
BEN-03860,26,Female,Uttar Pradesh,Kanpur,Skill Development,2023-08-13,Completed,82.36,196,28600.0,23684.99,5,4.0,Yes,0.0,None,3
BEN-03861,23,Female,Maharashtra,Mumbai,Skill Development,2024-04-30,Completed,84.67,193,29600.0,22244.94,5,5.0,No,35200.0,Corporate,0
BEN-03862,20,Female,West Bengal,Howrah,Skill Development,2025-12-04,Ongoing,84.92,174,28400.0,25406.22,4,,No,29200.0,Corporate,1
BEN-03863,27,Female,Uttar Pradesh,Noida,Digital Literacy,2023-05-26,Dropped Out,84.23,45,8700.0,8408.28,10,1.0,No,7000.0,Corporate,3
BEN-03864,25,Female,Maharashtra,Nagpur,Women Empowerment,2024-11-21,Completed,77.76,108,21300.0,18980.77,3,4.0,Yes,0.0,None,2
BEN-03865,24,Female,Uttar Pradesh,Varanasi,Skill Development,2022-06-29,Completed,60.35,236,28700.0,22577.06,6,3.0,No,34300.0,CSR,2
BEN-03866,20,Female,Uttar Pradesh,Lucknow,Skill Development,2022-02-19,Completed,81.8,193,16000.0,13422.92,9,5.0,Yes,0.0,None,2
BEN-03867,31,Non-binary,Maharashtra,Pune,Skill Development,2025-04-14,Completed,64.19,215,21300.0,20478.66,7,3.0,No,0.0,None,4
BEN-03868,44,Male,Maharashtra,Mumbai,Digital Literacy,2025-06-29,Completed,91.77,47,11600.0,8531.85,4,5.0,Yes,0.0,None,3
BEN-03869,29,Female,Delhi,New Delhi,Education,2024-11-12,Completed,73.86,71,7500.0,7598.29,1,4.0,No,7500.0,Government,4
BEN-03870,37,Female,Karnataka,Mysore,Education,2022-05-25,Completed,76.38,69,5100.0,4482.75,4,3.0,No,0.0,None,0
BEN-03871,15,Female,Maharashtra,Pune,Digital Literacy,2022-11-29,Dropped Out,70.22,58,9600.0,9861.68,5,2.0,No,0.0,None,3
BEN-03872,29,Female,Uttar Pradesh,Noida,Digital Literacy,2025-09-18,Completed,61.93,74,10200.0,9712.93,4,4.0,No,0.0,None,4
BEN-03873,17,Male,Delhi,South Delhi,Digital Literacy,2023-03-08,Completed,83.85,62,6800.0,6495.32,5,4.0,No,2300.0,Individual,3
BEN-03874,15,Female,Uttar Pradesh,Lucknow,Skill Development,2025-05-28,Completed,100.0,233,15700.0,15558.8,9,5.0,Yes,14300.0,Corporate,1
BEN-03875,20,Male,Delhi,New Delhi,Women Empowerment,2023-03-02,Completed,76.57,116,19400.0,14529.86,5,,No,20700.0,CSR,0
BEN-03876,39,Male,Delhi,South Delhi,Women Empowerment,2025-10-21,Completed,65.44,136,22300.0,21936.67,7,4.0,Yes,0.0,None,2
BEN-03877,37,Male,Uttar Pradesh,Kanpur,Education,2025-09-22,Completed,93.1,96,8500.0,8641.68,9,4.0,No,10200.0,CSR,6
BEN-03878,30,Female,Karnataka,Bangalore,Women Empowerment,2021-06-22,Completed,83.55,118,21600.0,16064.78,6,5.0,No,0.0,None,3
BEN-03879,15,Male,West Bengal,Kolkata,Education,2025-03-28,Completed,82.18,75,7000.0,5864.12,8,,No,1300.0,Individual,0
BEN-03880,26,Female,Karnataka,Bangalore,Skill Development,2022-06-21,Completed,75.06,173,25300.0,24178.79,5,4.0,No,0.0,None,1
BEN-03881,31,Female,Uttar Pradesh,Lucknow,Digital Literacy,2022-10-05,Completed,73.43,58,11200.0,9847.57,7,3.0,No,0.0,None,3
BEN-03882,29,Female,Maharashtra,Pune,Skill Development,2024-01-07,Completed,77.51,201,29600.0,23267.87,3,3.0,No,33100.0,CSR,1
BEN-03883,15,Female,West Bengal,Howrah,Digital Literacy,2024-07-05,Completed,74.15,72,7000.0,6940.39,7,4.0,No,6600.0,CSR,1
BEN-03884,19,Female,Uttar Pradesh,Kanpur,Skill Development,2023-05-18,Completed,59.48,174,26300.0,23779.46,10,4.0,No,0.0,None,6
BEN-03885,27,Female,Karnataka,Mysore,Skill Development,2024-07-03,Completed,76.83,201,20800.0,19397.12,5,3.0,No,20800.0,Government,2
BEN-03886,33,Male,Uttar Pradesh,Noida,Women Empowerment,2022-06-24,Completed,73.55,98,22100.0,20598.81,6,4.0,No,0.0,None,4
BEN-03887,15,Male,Uttar Pradesh,Varanasi,Health Awareness,2021-04-05,Completed,65.43,11,2300.0,2056.29,3,3.0,No,0.0,None,3
BEN-03888,26,Female,Karnataka,Mysore,Skill Development,2024-06-27,Dropped Out,52.48,206,19100.0,15176.97,5,1.0,No,19100.0,Government,4
BEN-03889,29,Female,Karnataka,Mysore,Digital Literacy,2024-04-07,Completed,82.9,63,7100.0,6689.44,3,4.0,Yes,5700.0,Corporate,3
BEN-03890,36,Male,Karnataka,Mysore,Education,2024-12-11,Completed,82.16,84,5800.0,4724.35,1,5.0,No,0.0,None,4
BEN-03891,34,Female,West Bengal,Howrah,Digital Literacy,2024-10-18,Completed,64.28,62,7300.0,5154.35,2,,No,0.0,None,2
BEN-03892,33,Male,Uttar Pradesh,Noida,Education,2025-09-02,Completed,75.53,84,8500.0,7699.11,3,4.0,No,0.0,None,2
BEN-03893,20,Male,Uttar Pradesh,Noida,Digital Literacy,2024-01-06,Completed,72.82,60,11300.0,11129.01,7,,No,500.0,Individual,1
BEN-03894,15,Female,West Bengal,Howrah,Skill Development,2021-02-07,Completed,76.99,179,26900.0,24066.92,10,3.0,No,0.0,None,4
BEN-03895,24,Female,Uttar Pradesh,Varanasi,Health Awareness,2024-09-21,Completed,81.57,9,2400.0,2357.4,4,5.0,No,0.0,None,0
BEN-03896,38,Female,Delhi,South Delhi,Women Empowerment,2024-11-21,Completed,86.54,113,21200.0,17732.55,7,5.0,No,21100.0,CSR,0
BEN-03897,41,Female,Maharashtra,Nagpur,Education,2024-04-13,Completed,72.56,78,7600.0,6649.21,8,3.0,No,0.0,None,3
BEN-03898,35,Female,Uttar Pradesh,Noida,Digital Literacy,2024-12-11,Completed,69.72,67,7800.0,5965.94,6,4.0,No,6500.0,Corporate,2
BEN-03899,32,Male,Uttar Pradesh,Noida,Education,2023-05-14,Completed,63.89,79,6100.0,4856.46,1,3.0,No,0.0,None,4
BEN-03900,31,Female,Maharashtra,Mumbai,Education,2022-05-01,Completed,66.37,78,8500.0,7741.21,5,3.0,No,0.0,None,0
BEN-03901,22,Female,Karnataka,Mysore,Health Awareness,2024-11-07,Completed,87.52,12,2600.0,2207.03,9,5.0,No,0.0,None,4
BEN-03902,26,Male,Delhi,South Delhi,Education,2022-12-09,Completed,75.22,77,5900.0,4994.44,10,3.0,No,2500.0,Individual,3
BEN-03903,44,Female,Delhi,New Delhi,Education,2024-01-01,Completed,79.96,86,5200.0,4990.22,6,3.0,No,5300.0,Corporate,4
BEN-03904,18,Female,Maharashtra,Nagpur,Skill Development,2024-02-27,Completed,73.99,239,18600.0,14653.39,10,3.0,No,0.0,None,2
BEN-03905,44,Female,Uttar Pradesh,Noida,Health Awareness,2024-02-04,Dropped Out,55.15,14,1600.0,1407.9,7,1.0,No,0.0,None,3
BEN-03906,24,Female,Uttar Pradesh,Varanasi,Education,2024-08-06,Completed,76.1,80,5700.0,5739.8,5,4.0,No,0.0,None,6
BEN-03907,41,Male,Maharashtra,Nagpur,Skill Development,2021-05-03,Completed,76.52,206,28300.0,22392.82,7,3.0,No,0.0,None,3
BEN-03908,15,Female,Uttar Pradesh,Lucknow,Health Awareness,2025-12-19,Ongoing,83.75,13,3400.0,2751.92,5,,No,0.0,None,3
BEN-03909,33,Male,Uttar Pradesh,Varanasi,Digital Literacy,2025-01-16,Completed,78.99,59,7600.0,7945.14,1,3.0,No,0.0,None,4
BEN-03910,20,Female,Maharashtra,Nagpur,Digital Literacy,2023-11-11,Dropped Out,57.85,64,10700.0,9330.57,4,3.0,No,0.0,None,1
BEN-03911,15,Female,Maharashtra,Pune,Health Awareness,2022-08-12,Completed,78.76,10,2800.0,2739.16,10,3.0,No,2900.0,CSR,5
BEN-03912,30,Female,Uttar Pradesh,Kanpur,Women Empowerment,2021-10-22,Dropped Out,51.12,116,15200.0,11529.22,9,3.0,No,15200.0,Government,2
BEN-03913,38,Male,Maharashtra,Nagpur,Skill Development,2024-11-17,Completed,60.34,223,27400.0,24419.01,9,4.0,No,0.0,None,3
BEN-03914,19,Female,Maharashtra,Nagpur,Education,2023-05-02,Completed,95.92,74,7700.0,6760.39,7,4.0,No,8800.0,CSR,0
BEN-03915,15,Female,Uttar Pradesh,Varanasi,Health Awareness,2022-11-05,Completed,69.51,11,1500.0,1212.25,5,4.0,No,0.0,None,5
BEN-03916,27,Male,West Bengal,Howrah,Digital Literacy,2023-08-25,Completed,78.6,50,8100.0,8066.14,10,3.0,No,0.0,None,0
BEN-03917,27,Female,Uttar Pradesh,Lucknow,Health Awareness,2024-07-29,Completed,98.05,14,2700.0,2199.46,1,4.0,No,0.0,None,1
BEN-03918,33,Female,Karnataka,Bangalore,Education,2024-11-17,Completed,79.17,90,6800.0,6607.71,6,3.0,No,0.0,None,1
BEN-03919,37,Male,Uttar Pradesh,Lucknow,Skill Development,2024-10-11,Completed,81.47,203,16200.0,15971.79,10,5.0,Yes,3000.0,Individual,4
BEN-03920,27,Female,Karnataka,Mysore,Women Empowerment,2025-07-22,Completed,66.14,126,21200.0,19437.96,7,3.0,No,0.0,None,1
BEN-03921,46,Male,Uttar Pradesh,Noida,Women Empowerment,2022-10-13,Completed,68.05,124,19100.0,16288.8,10,4.0,No,0.0,None,4
BEN-03922,30,Male,Karnataka,Bangalore,Health Awareness,2024-09-29,Completed,67.2,13,2900.0,2752.21,3,3.0,No,0.0,None,1
BEN-03923,24,Male,Maharashtra,Nagpur,Women Empowerment,2021-12-23,Completed,80.09,113,17300.0,14645.94,6,4.0,No,0.0,None,4
BEN-03924,15,Male,Delhi,New Delhi,Education,2024-05-23,Completed,74.87,85,8100.0,7691.76,1,4.0,No,0.0,None,0
BEN-03925,25,Female,Maharashtra,Mumbai,Digital Literacy,2024-07-16,Completed,98.8,66,7900.0,8802.1,4,4.0,No,0.0,None,2
BEN-03926,24,Male,Uttar Pradesh,Varanasi,Women Empowerment,2022-10-07,Completed,71.98,134,12700.0,10536.09,8,4.0,No,0.0,None,5
BEN-03927,37,Male,Karnataka,Bangalore,Education,2023-09-14,Completed,69.5,61,9100.0,7213.59,2,4.0,No,1700.0,Individual,4
BEN-03928,32,Female,Uttar Pradesh,Varanasi,Skill Development,2025-06-08,Completed,86.34,188,27400.0,25287.38,10,5.0,No,27400.0,Government,5
BEN-03929,16,Female,West Bengal,Howrah,Digital Literacy,2022-04-30,Completed,57.33,53,7300.0,5286.3,3,4.0,No,7300.0,Government,2
BEN-03930,29,Male,Uttar Pradesh,Noida,Digital Literacy,2023-11-26,Completed,62.04,60,11800.0,9778.95,1,4.0,No,14000.0,CSR,1
BEN-03931,34,Male,Maharashtra,Mumbai,Skill Development,2025-10-14,Completed,72.85,159,17700.0,15738.2,8,3.0,No,20900.0,CSR,3
BEN-03932,43,Female,Delhi,South Delhi,Education,2024-03-17,Completed,75.71,63,9900.0,7722.16,6,3.0,No,0.0,None,3
BEN-03933,36,Male,Maharashtra,Mumbai,Education,2025-01-28,Completed,76.88,97,7700.0,6673.87,4,4.0,No,9500.0,CSR,5
BEN-03934,35,Female,Uttar Pradesh,Lucknow,Skill Development,2025-06-07,Completed,81.94,212,29700.0,26366.82,7,4.0,No,0.0,None,3
BEN-03935,28,Male,Karnataka,Mysore,Women Empowerment,2022-09-10,Completed,88.89,121,22100.0,20229.68,8,4.0,No,25900.0,Corporate,3
BEN-03936,31,Male,Karnataka,Mysore,Women Empowerment,2022-10-12,Completed,63.92,124,22100.0,19713.11,3,4.0,Yes,2200.0,Individual,2
BEN-03937,40,Male,West Bengal,Kolkata,Women Empowerment,2025-03-13,Completed,75.52,121,13400.0,12123.85,1,3.0,No,0.0,None,2
BEN-03938,15,Female,Maharashtra,Nagpur,Health Awareness,2025-03-06,Completed,52.39,13,3000.0,2660.62,10,3.0,No,0.0,None,3
BEN-03939,24,Male,Maharashtra,Nagpur,Education,2021-08-19,Dropped Out,43.92,74,6900.0,5160.66,3,3.0,No,0.0,None,3
BEN-03940,20,Female,Maharashtra,Nagpur,Education,2023-05-12,Completed,67.3,81,8300.0,7408.55,10,3.0,No,8800.0,CSR,4
BEN-03941,31,Female,Uttar Pradesh,Noida,Skill Development,2023-09-26,Completed,70.62,204,28100.0,23788.35,10,4.0,No,0.0,None,2
BEN-03942,40,Female,Karnataka,Mysore,Education,2025-06-10,Completed,77.93,71,8200.0,7953.62,4,3.0,No,0.0,None,1
BEN-03943,22,Male,Uttar Pradesh,Noida,Education,2023-11-05,Completed,62.23,90,7800.0,7482.48,4,3.0,No,0.0,None,0
BEN-03944,15,Female,Maharashtra,Nagpur,Women Empowerment,2025-10-06,Completed,70.76,114,22600.0,22245.73,5,4.0,No,24000.0,Corporate,6
BEN-03945,23,Female,Maharashtra,Nagpur,Health Awareness,2025-12-27,Ongoing,78.18,13,1900.0,1582.83,5,,No,0.0,None,2
BEN-03946,37,Male,Delhi,South Delhi,Health Awareness,2025-04-10,Completed,77.32,12,2000.0,1667.59,5,3.0,No,0.0,None,2
BEN-03947,33,Male,West Bengal,Kolkata,Health Awareness,2024-11-09,Completed,81.84,13,2700.0,1840.22,5,4.0,No,0.0,None,1
BEN-03948,32,Male,Delhi,South Delhi,Women Empowerment,2023-09-15,Completed,68.98,107,22500.0,21963.02,8,4.0,No,0.0,None,0
BEN-03949,25,Male,Maharashtra,Pune,Health Awareness,2021-09-11,Completed,82.18,10,3000.0,2610.47,3,,No,3600.0,Corporate,0
BEN-03950,15,Female,Karnataka,Mysore,Skill Development,2024-06-30,Completed,75.67,181,17300.0,15484.58,2,3.0,No,0.0,None,0
BEN-03951,33,Male,Delhi,South Delhi,Digital Literacy,2023-07-23,Completed,61.87,60,7400.0,5833.01,8,3.0,No,0.0,None,4
BEN-03952,19,Male,Uttar Pradesh,Lucknow,Education,2023-07-04,Completed,78.63,92,8600.0,8238.5,10,4.0,No,0.0,None,4
BEN-03953,49,Female,Uttar Pradesh,Lucknow,Education,2024-12-09,Completed,82.09,92,6800.0,5167.94,1,5.0,No,0.0,None,2
BEN-03954,33,Female,Uttar Pradesh,Varanasi,Skill Development,2024-01-13,Completed,70.73,153,28500.0,24400.97,2,3.0,No,28500.0,Government,2
BEN-03955,22,Female,Maharashtra,Mumbai,Digital Literacy,2025-03-04,Completed,57.6,61,6600.0,5184.48,3,3.0,No,0.0,None,3
BEN-03956,21,Female,Karnataka,Mysore,Digital Literacy,2023-09-26,Completed,94.55,40,7100.0,6806.28,5,4.0,No,0.0,None,6
BEN-03957,27,Male,Uttar Pradesh,Noida,Health Awareness,2022-05-06,Dropped Out,87.85,12,1900.0,1825.46,5,1.0,No,0.0,None,3
BEN-03958,25,Male,Maharashtra,Nagpur,Women Empowerment,2024-01-09,Completed,85.12,133,23200.0,18786.2,9,4.0,No,22600.0,Corporate,1
BEN-03959,39,Male,West Bengal,Howrah,Skill Development,2025-11-04,Ongoing,78.84,199,17800.0,17041.93,6,,No,2000.0,Individual,2
BEN-03960,29,Female,Karnataka,Bangalore,Digital Literacy,2025-05-07,Completed,59.94,60,8900.0,7698.85,9,3.0,No,0.0,None,2
BEN-03961,20,Female,Delhi,New Delhi,Women Empowerment,2022-09-14,Completed,63.13,120,21500.0,18053.6,6,4.0,Yes,2100.0,Individual,4
BEN-03962,46,Male,Uttar Pradesh,Varanasi,Digital Literacy,2023-09-14,Completed,72.88,55,9900.0,7822.91,5,4.0,No,11900.0,Corporate,1
BEN-03963,28,Female,Uttar Pradesh,Kanpur,Skill Development,2025-10-08,Completed,80.68,208,15300.0,14728.17,6,4.0,Yes,0.0,None,1
BEN-03964,35,Non-binary,Uttar Pradesh,Noida,Skill Development,2022-02-24,Dropped Out,96.16,195,17400.0,14839.81,7,2.0,No,17600.0,Corporate,3
BEN-03965,21,Female,Uttar Pradesh,Lucknow,Digital Literacy,2022-12-27,Dropped Out,70.37,65,7100.0,6362.09,8,2.0,No,7100.0,Government,3
BEN-03966,31,Male,Uttar Pradesh,Noida,Education,2023-01-14,Completed,73.91,79,7000.0,6815.87,1,3.0,No,0.0,None,2
BEN-03967,31,Female,Maharashtra,Mumbai,Digital Literacy,2024-06-27,Completed,70.82,54,9600.0,8587.88,5,4.0,No,0.0,None,5
BEN-03968,15,Female,Uttar Pradesh,Lucknow,Skill Development,2023-10-17,Completed,71.59,169,16000.0,13882.21,2,3.0,No,0.0,None,1
BEN-03969,48,Female,Uttar Pradesh,Kanpur,Digital Literacy,2021-10-21,Completed,82.04,48,6400.0,5507.44,4,4.0,Yes,7500.0,CSR,2
BEN-03970,40,Male,Uttar Pradesh,Lucknow,Skill Development,2024-09-19,Completed,79.17,226,18700.0,16324.51,3,3.0,No,0.0,None,4
BEN-03971,24,Male,Delhi,South Delhi,Health Awareness,2021-12-18,Completed,74.8,11,3300.0,2954.17,4,4.0,No,0.0,None,2
BEN-03972,16,Female,Delhi,South Delhi,Skill Development,2024-08-17,Completed,85.68,206,29600.0,28949.22,3,4.0,No,0.0,None,3
BEN-03973,31,Male,Maharashtra,Nagpur,Women Empowerment,2024-03-22,Completed,80.86,141,13300.0,11008.47,4,5.0,No,0.0,None,4
BEN-03974,28,Male,Uttar Pradesh,Varanasi,Skill Development,2024-03-01,Completed,85.45,188,22900.0,18026.27,5,4.0,Yes,24500.0,CSR,5
BEN-03975,31,Male,Maharashtra,Mumbai,Digital Literacy,2021-09-12,Completed,60.41,56,10400.0,9546.25,8,3.0,No,0.0,None,0
BEN-03976,29,Male,Uttar Pradesh,Noida,Women Empowerment,2024-10-03,Dropped Out,56.28,118,22500.0,21308.16,3,3.0,No,0.0,None,2
BEN-03977,33,Female,Uttar Pradesh,Varanasi,Skill Development,2023-11-21,Completed,78.3,200,24000.0,18065.9,6,4.0,No,0.0,None,2
BEN-03978,42,Female,Karnataka,Bangalore,Digital Literacy,2023-10-18,Completed,74.71,71,8300.0,7769.36,5,3.0,No,2900.0,Individual,4
BEN-03979,33,Male,West Bengal,Howrah,Skill Development,2024-08-03,Completed,97.44,231,15300.0,14197.32,4,5.0,Yes,19700.0,CSR,2
BEN-03980,17,Male,Delhi,South Delhi,Skill Development,2024-08-17,Completed,67.48,212,27400.0,25837.9,7,3.0,No,3000.0,Individual,2
BEN-03981,41,Non-binary,West Bengal,Kolkata,Education,2021-03-07,Completed,75.89,91,8800.0,9176.66,4,4.0,No,0.0,None,3
BEN-03982,44,Male,Delhi,New Delhi,Digital Literacy,2022-02-28,Completed,73.15,58,9900.0,8918.26,5,3.0,No,12300.0,CSR,3
BEN-03983,59,Female,Uttar Pradesh,Noida,Skill Development,2022-11-21,Completed,86.96,205,15700.0,14776.5,9,4.0,Yes,0.0,None,3
BEN-03984,16,Male,West Bengal,Howrah,Skill Development,2024-11-25,Completed,76.25,193,18700.0,12104.34,7,4.0,No,17700.0,Corporate,3
BEN-03985,30,Female,Uttar Pradesh,Lucknow,Digital Literacy,2024-07-05,Completed,68.12,52,6500.0,5663.42,1,3.0,No,6500.0,Government,2
BEN-03986,15,Non-binary,Delhi,South Delhi,Health Awareness,2025-03-11,Completed,64.84,13,1800.0,1457.06,2,3.0,No,0.0,None,4
BEN-03987,33,Female,Uttar Pradesh,Kanpur,Education,2025-02-17,Completed,89.23,84,8100.0,6736.75,9,5.0,No,0.0,None,1
BEN-03988,22,Male,Maharashtra,Nagpur,Health Awareness,2025-07-10,Completed,67.84,12,1500.0,1461.44,4,3.0,No,0.0,None,2
BEN-03989,47,Female,Delhi,South Delhi,Digital Literacy,2023-08-19,Completed,72.07,59,11800.0,9683.74,3,4.0,No,0.0,None,2
BEN-03990,20,Female,Maharashtra,Mumbai,Education,2023-06-23,Completed,72.88,67,9800.0,8455.31,2,4.0,No,1700.0,Individual,3
BEN-03991,15,Female,Uttar Pradesh,Varanasi,Health Awareness,2025-06-12,Completed,74.2,10,1700.0,1533.22,9,3.0,No,1700.0,Government,4
BEN-03992,23,Male,Uttar Pradesh,Noida,Skill Development,2022-11-23,Completed,62.19,206,26000.0,21760.23,6,4.0,No,0.0,None,2
BEN-03993,15,Male,Uttar Pradesh,Noida,Women Empowerment,2024-01-09,Completed,82.25,113,16400.0,13763.06,4,4.0,No,0.0,None,3
BEN-03994,35,Female,West Bengal,Kolkata,Skill Development,2022-08-19,Completed,80.42,195,25600.0,19381.08,2,5.0,Yes,0.0,None,2
BEN-03995,15,Male,Karnataka,Bangalore,Women Empowerment,2025-09-21,Completed,79.86,118,14600.0,11408.69,1,4.0,No,14600.0,Government,2
BEN-03996,28,Male,Maharashtra,Pune,Education,2023-10-12,Completed,79.76,74,7400.0,6675.24,3,4.0,No,1900.0,Individual,5
BEN-03997,15,Female,Uttar Pradesh,Kanpur,Health Awareness,2022-09-29,Completed,75.11,10,2600.0,2229.77,4,4.0,No,0.0,None,2
BEN-03998,24,Female,Karnataka,Bangalore,Education,2024-12-14,Completed,72.82,67,7200.0,6610.74,1,4.0,No,0.0,None,3
BEN-03999,44,Male,Uttar Pradesh,Varanasi,Skill Development,2022-12-08,Completed,66.78,197,17400.0,15012.98,6,4.0,No,0.0,None,4
BEN-04000,31,Male,Uttar Pradesh,Noida,Education,2025-10-26,Completed,76.17,84,6700.0,4755.09,8,3.0,No,0.0,None,4
